Nome de anuncio;Link;Preco;Data de Carregamento;Preco/m2;Rua/Local/Zona;ID;Freguesia;Municipio;Distrito;area util (m2);area bruta (m2);Tipologia;Ano;No Casas de Banho;Certificado Energetico;Condicao;Group Features ID
b'Excelente Apartamento T0 NOVO com Espa\xc3\xa7o Exterior- na Baixa do Porto';https://www.imovirtual.com/pt/anuncio/excelente-apartamento-t0-novo-com-espaco-exterior-na-baixa-do-porto-ID14Kms;198000;09/05/2021;5211;Rua do Almada;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;38;Não especificado;T1;2020;1;Isento;Em construcao;F3F22F23F26F27
b'APARTAMENTO T2 NOVO com Espa\xc3\xa7o Exterior- junto a Avenida dos Aliados-';https://www.imovirtual.com/pt/anuncio/apartamento-t2-novo-com-espaco-exterior-junto-a-avenida-dos-aliados-ID14Kmq;305000;09/05/2021;4067;Rua do Almada;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;75;Não especificado;T2;2020;1;Isento;Em construcao;F3F22F23F27
b'Apartamento T2 - situado junto \xc3\xa0 S\xc3\xa9 Catedral do Porto e METRO';https://www.imovirtual.com/pt/anuncio/apartamento-t2-situado-junto-a-se-catedral-do-porto-e-metro-ID14moA;350000;09/05/2021;5738;Rua da Boavista;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;61;61;T2;2017;2;B;Renovado;F13F15F16F19F23
b'Apartamento T1 Duplex situado junto \xc3\xa0 S\xc3\xa9 Catedral do Porto';https://www.imovirtual.com/pt/anuncio/apartamento-t1-duplex-situado-junto-a-se-catedral-do-porto-ID147N8;258000;09/05/2021;3534;Rua da Boavista;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;73;73;T1;2017;1;B;Usado;F13F15F16F19F23
b'Apartamento Novo de Luxo em \xc3\x81lvares Cabral- no Centro do Porto';https://www.imovirtual.com/pt/anuncio/apartamento-novo-de-luxo-em-alvares-cabral-no-centro-do-porto-ID13TR5;214000;09/05/2021;4864;Praca da Republica;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;44;44;T1;;1;B;Em construcao;F3F8F23
b'Apartamento T0+2 Novo de Luxo em \xc3\x81lvares Cabral- no Centro do Porto';https://www.imovirtual.com/pt/anuncio/apartamento-t0-2-novo-de-luxo-em-alvares-cabral-no-centro-do-porto-ID13TQM;352000;09/05/2021;4889;Praca da Republica;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;72;72;T1;;1;B;Em construcao;F2F3F8F23
b'Apartamento T1- em empreendimento de luxo- em zona nobre do Porto';https://www.imovirtual.com/pt/anuncio/apartamento-t1-em-empreendimento-de-luxo-em-zona-nobre-do-porto-ID12Ds1;265190;09/05/2021;3988;Rua de Camoes;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;66;79;T1;2020;1;A;Em construcao;F2F3F14F17F18F22F25
b'Apartamento T1- em condom\xc3\xadnio de luxo- no cora\xc3\xa7\xc3\xa3o da cidade do Porto';https://www.imovirtual.com/pt/anuncio/apartamento-t1-em-condominio-de-luxo-no-coracao-da-cidade-do-porto-ID12Di0;187520;09/05/2021;4186;Rua de Camoes;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;44;57;T1;2020;1;A;Em construcao;F3F14F17F18F22F25
b'Apartamento T1- em condom\xc3\xadnio fechado com jardim- no centro do Porto';https://www.imovirtual.com/pt/anuncio/apartamento-t1-em-condominio-fechado-com-jardim-no-centro-do-porto-ID12Dea;227400;09/05/2021;3989;Rua de Camoes;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;57;71;T1;2020;1;A;Em construcao;F2F3F17F18F22F25
b'Apartamento T1- com \xc3\xa1reas generosas- em zona premium do Porto';https://www.imovirtual.com/pt/anuncio/apartamento-t1-com-areas-generosas-em-zona-premium-do-porto-ID12D1N;263690;09/05/2021;3965;Rua de Camoes;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;66;77;T1;2020;1;A;Em construcao;F2F3F14F17F22F25
b'Apartamento T1- em condom\xc3\xadnio de luxo- na zona hist\xc3\xb3rica do Porto';https://www.imovirtual.com/pt/anuncio/apartamento-t1-em-condominio-de-luxo-na-zona-historica-do-porto-ID12D1A;224300;09/05/2021;3935;Rua de Camoes;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;57;68;T1;2020;1;A;Em construcao;F2F3F14F17F22F25
b'Apartamento T2 de charme- em fase final de constru\xc3\xa7\xc3\xa3o- no Porto';https://www.imovirtual.com/pt/anuncio/apartamento-t2-de-charme-em-fase-final-de-construcao-no-porto-ID12Bo7;437480;09/05/2021;4096;Rua de Camoes;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;106;143;T2;2020;2;A;Em construcao;F2F3F14F17F22F25
b'Apartamento T0- em condom\xc3\xadnio de luxo- em zona exclusiva do Porto';https://www.imovirtual.com/pt/anuncio/apartamento-t0-em-condominio-de-luxo-em-zona-exclusiva-do-porto-ID12AOk;161490;09/05/2021;3764;Rua de Camoes;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;42;54;T0;2020;1;A;Em construcao;F2F3F14F22F25
b'Apartamento T1- com lugar de estacionamento- no centro do Porto';https://www.imovirtual.com/pt/anuncio/apartamento-t1-com-lugar-de-estacionamento-no-centro-do-porto-ID12AFI;203070;09/05/2021;3646;Rua de Camoes;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;55;67;T1;2020;1;A;Em construcao;F2F3F14F22F25
b'Apartamento T1- com acabamentos de luxo- no cora\xc3\xa7\xc3\xa3o do Porto';https://www.imovirtual.com/pt/anuncio/apartamento-t1-com-acabamentos-de-luxo-no-coracao-do-porto-ID12zHY;224800;09/05/2021;3944;Rua de Camoes;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;57;69;T1;2020;1;A;Em construcao;F2F3F14F22F25
b'Apartamento T3 Venda em Cedofeita- Santo Ildefonso- S\xc3\xa9- Miragaia- S\xc3\xa3o';https://www.imovirtual.com/pt/anuncio/apartamento-t3-venda-em-cedofeita-santo-ildefonso-se-miragaia-sao-ID15N0M;395000;09/05/2021;3873;Rua Nossa Senhora de Fatima;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;102;113;T3;2019;2;D;Novo;F2F14F22F26
b'Apartamento T4 Venda em Cedofeita- Santo Ildefonso- S\xc3\xa9- Miragaia- S\xc3\xa3o';https://www.imovirtual.com/pt/anuncio/apartamento-t4-venda-em-cedofeita-santo-ildefonso-se-miragaia-sao-ID15N0N;555000;09/05/2021;3964;Rua Nossa Senhora de Fatima;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;140;153;T4;2019;;B;Novo;F2F14F22F26
b'Espetacular apartamento frente ao Pal\xc3\xa1cio da Bolsa';https://www.imovirtual.com/pt/anuncio/espetacular-apartamento-frente-ao-palacio-da-bolsa-IDWTMf;202500;09/05/2021;5329;Rua das Taipas;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;38;38;T0;2020;Não especificado;B;Em construcao;F2F4F8F9F13F14F15F18F19F22F23
b'Apartamento T0 com Mezzanine';https://www.imovirtual.com/pt/anuncio/apartamento-t0-com-mezzanine-ID15K79;265000;09/05/2021;3581;Rua do Cedofeita;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;74;74;T0;2020;1;Não especificado;Em construcao;F3F26
b'Apartamento T3 Duplex entre a Baixa e a Foz';https://www.imovirtual.com/pt/anuncio/apartamento-t3-duplex-entre-a-baixa-e-a-foz-ID15K8K;500000;09/05/2021;2809;Rua do Cedofeita;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;178;216;T3;2020;4;Não especificado;Em construcao;F3F26
b'Fant\xc3\xa1stico Apartamento T2- zona da Boavista- Oliveira Monteiro perto d';https://www.imovirtual.com/pt/anuncio/fantastico-apartamento-t2-zona-da-boavista-oliveira-monteiro-perto-d-ID15OTq;233490;09/05/2021;2919;Rua de Nove de Julho;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;80;80;T2;2020;2;B;Novo;F2F3F18F19F22F27
b'Fant\xc3\xa1stico Apartamento T1- zona da Boavista- Oliveira Monteiro perto d';https://www.imovirtual.com/pt/anuncio/fantastico-apartamento-t1-zona-da-boavista-oliveira-monteiro-perto-d-ID15ORL;199500;09/05/2021;3023;Rua de Nove de Julho;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;66;66;T1;2020;2;B;Novo;F2F3F18F19F22F23F27
b'T2 - S\xc3\xa9 (Catedral Porto)';https://www.imovirtual.com/pt/anuncio/t2-se-catedral-porto-ID14r8q;240000;09/05/2021;4138;Rua Cimo de Vila;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;58;58;T2;2020;1;B;Em construcao;F3F16
b'T3 Rotunda Boavista';https://www.imovirtual.com/pt/anuncio/t3-rotunda-boavista-ID14nTd;395000;09/05/2021;3798;Rua Nossa Senhora de Fatima;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;104;113;T3;1989;2;D;Renovado;F2F22F26
b'T1 com terra\xc3\xa7o e varandas com \xc3\xa1rea total de 182m2 em Cedofeita- Porto';https://www.imovirtual.com/pt/anuncio/t1-com-terraco-e-varandas-com-area-total-de-182m2-em-cedofeita-porto-ID14cyx;209000;09/05/2021;3371;Rua Chaimite;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;62;62;T1;;Não especificado;C;Não especificado;F2F12F19F22F25F26F27
b'Apartamento T2 D\xc3\xbaplex a 4 mnts Metro Carolina Mic.';https://www.imovirtual.com/pt/anuncio/apartamento-t2-duplex-a-4-mnts-metro-carolina-mic-ID15SSs;199000;09/05/2021;2211;Rua do Cedofeita;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;90;;T2;2019;;C;Novo;F3
b'Apartamento T1+1 Novo \xc3\xa0 Cosntitui\xc3\xa7\xc3\xa3o';https://www.imovirtual.com/pt/anuncio/apartamento-t1-1-novo-a-cosntituicao-ID15SPS;240000;09/05/2021;3692.3;Rua do Cedofeita;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;65;;T1;2021;2;B;Novo;F2F3F14F25
b'Apartamento T2 novo de luxo- no centro Hist\xc3\xb3rico do Porto - \xc3\xa0 Avenida';https://www.imovirtual.com/pt/anuncio/apartamento-t2-novo-de-luxo-no-centro-historico-do-porto-a-avenida-ID15PDV;700000;09/05/2021;5516;Praca Pedro Nunes;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;126;126;T0;2021;3;B;Em construcao;F2F3F14F22
b'Apartamento com vstas 360\xc2\xba sobre o Porto';https://www.imovirtual.com/pt/anuncio/apartamento-com-vstas-360-sobre-o-porto-ID14b5a;295000;09/05/2021;4403;Rua Cimo de Vila;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;67;67;T1;;Não especificado;B;Não especificado;F2F8F22
b'Apartamento T2 duplex com varanda no centro do Porto';https://www.imovirtual.com/pt/anuncio/apartamento-t2-duplex-com-varanda-no-centro-do-porto-ID15K9D;430000;09/05/2021;8269;Rua do Cedofeita;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;52;92;T2;;2;Não especificado;Em construcao;
b'Apartamento T2 Duplex - Baixa do Porto';https://www.imovirtual.com/pt/anuncio/apartamento-t2-duplex-baixa-do-porto-ID15K8r;280000;09/05/2021;2979;Rua do Cedofeita;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;94;104;T2;;3;E;Em construcao;
b'Apartamento T1 com varanda no centro do Porto';https://www.imovirtual.com/pt/anuncio/apartamento-t1-com-varanda-no-centro-do-porto-ID15KuD;220050;09/05/2021;5001;Rua do Cedofeita;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;44;48;T1;;1;Não especificado;Em construcao;
b'Apartamento T0 com estacionamento na Boavista';https://www.imovirtual.com/pt/anuncio/apartamento-t0-com-estacionamento-na-boavista-ID15Kau;165000;09/05/2021;4024;Rua do Cedofeita;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;41;41;T0;;1;A;Em construcao;F10
b'M\xc3\xa1rtires da Liberdade - T1 Duplex';https://www.imovirtual.com/pt/anuncio/martires-da-liberdade-t1-duplex-ID15K8n;180000;09/05/2021;4000;Rua do Cedofeita;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;45;49;T1;;1;E;Em construcao;
b'M\xc3\xa1rtires da Liberdade - T0';https://www.imovirtual.com/pt/anuncio/martires-da-liberdade-t0-ID15K95;155000;09/05/2021;4697;Rua do Cedofeita;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;33;33;T0;;1;E;Em construcao;
b'Apartamento T1 na baixa do Porto';https://www.imovirtual.com/pt/anuncio/apartamento-t1-na-baixa-do-porto-ID15KvF;198000;09/05/2021;4500;Rua do Cedofeita;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;44;44;T1;;1;Não especificado;Em construcao;
b'Apartamento T3 Venda em Cedofeita- Santo Ildefonso- S\xc3\xa9- Miragaia- S\xc3\xa3o';https://www.imovirtual.com/pt/anuncio/apartamento-t3-venda-em-cedofeita-santo-ildefonso-se-miragaia-sao-ID15SCc;380000;09/05/2021;3455;Rua do Cedofeita;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;110;254;T3;2006;3;B;Usado;F2F9F11F12F14F15F17F19F22F27
b'Apartamento T2 Novo com Terra\xc3\xa7o- ao Carvalhido - Pronto a Habitar';https://www.imovirtual.com/pt/anuncio/apartamento-t2-novo-com-terraco-ao-carvalhido-pronto-a-habitar-ID15STW;233490;09/05/2021;2908;Rua do Cedofeita;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;80;139;T2;2020;1;B;Novo;F2F14F15F17F22F27
b'Apartamento T0 novo no centro do Porto';https://www.imovirtual.com/pt/anuncio/apartamento-t0-novo-no-centro-do-porto-ID15K70;175000;09/05/2021;5469;Rua do Cedofeita;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;32;32;T0;;2;B;Em construcao;
b'Apartamento T2 duplex novo no centro do Porto';https://www.imovirtual.com/pt/anuncio/apartamento-t2-duplex-novo-no-centro-do-porto-ID15K8E;375000;09/05/2021;4032;Rua do Cedofeita;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;93;93;T2;;2;B;Em construcao;
b'Apartamento T1+1 duplex novo no centro do Porto';https://www.imovirtual.com/pt/anuncio/apartamento-t1-1-duplex-novo-no-centro-do-porto-ID15K8G;250000;09/05/2021;3378;Rua do Cedofeita;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;74;74;T1;;2;C;Em construcao;
b'T2 Totalmente Reabilitado Rua do Breiner- Porto';https://www.imovirtual.com/pt/anuncio/t2-totalmente-reabilitado-rua-do-breiner-porto-ID15BGv;349900;09/05/2021;4544;Rua Breiner;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;77;86;T2;1973;2;C;Renovado;F1F2F8F14
b'Apartamento T0 remodelado- com terra\xc3\xa7o- no centro do Porto';https://www.imovirtual.com/pt/anuncio/apartamento-t0-remodelado-com-terraco-no-centro-do-porto-ID15MjR;98000;09/05/2021;5765;Rua do Paraiso;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;17;Não especificado;T0;1996;1;C;Renovado;F22F27
b'Apartamento novo no Porto  -  T1+1 com Terra\xc3\xa7o e Jardim';https://www.imovirtual.com/pt/anuncio/apartamento-novo-no-porto-t1-1-com-terraco-e-jardim-ID14Xbt;299900;09/05/2021;3190;Rua Torrinha;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;94;140;T2;;2;B;Não especificado;F14F16F27
b'Apartamento T1 novo com garagem na Baixa';https://www.imovirtual.com/pt/anuncio/apartamento-t1-novo-com-garagem-na-baixa-ID153yt;185000;09/05/2021;5490;Rua do Paraiso;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;33;52;T1;2020;1;A;Novo;F3F14F17F22
b'T3 Rua do Bonjardim- Junta \xc3\xa0 Paragem de Metro de Faria Guimar\xc3\xa3es';https://www.imovirtual.com/pt/anuncio/t3-rua-do-bonjardim-junta-a-paragem-de-metro-de-faria-guimaraes-ID15A7K;195000;09/05/2021;3900;Rua do Bonjardim;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;50;;T3;;1;D;Novo;F1F11F16F27
b'Apartamento T3 \xc3\xa0 venda na rua de An\xc3\xadbal Cunha';https://www.imovirtual.com/pt/anuncio/apartamento-t3-a-venda-na-rua-de-anibal-cunha-ID15A5C;170000;09/05/2021;2881;Rua Anibal Cunha;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;59;;T3;1985;2;C;Novo;F8F16F22
b'T1 Novo com varanda na Constitui\xc3\xa7\xc3\xa3o | Porto';https://www.imovirtual.com/pt/anuncio/t1-novo-com-varanda-na-constituicao-porto-ID15Rfq;125000;09/05/2021;3378;Rua de Faria Guimaraes;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;37;;T1;2020;1;B;Novo;F3F14F22
b'T1 remodelado no Porto junto ao metro da Trindade';https://www.imovirtual.com/pt/anuncio/t1-remodelado-no-porto-junto-ao-metro-da-trindade-ID15TF5;119900;09/05/2021;2998;Rua Goncalo Cristovao;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;40;40;T1;1988;1;B;Renovado;F3F14F22F29
b'Apartamento T2+ 1 (\xc3\xa1reas T3) Porto Gon\xc3\xa7alo Cristov\xc3\xa3o';https://www.imovirtual.com/pt/anuncio/apartamento-t2-1-areas-t3-porto-goncalo-cristovao-ID11xGZ;225000;09/05/2021;1607;Rua do Bonjardim;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;140;150;T2;;3;A;Usado;F8F19
b'Apartamento T4+1 no centro do Porto';https://www.imovirtual.com/pt/anuncio/apartamento-t4-1-no-centro-do-porto-ID15K9J;1310000;09/05/2021;5157;Rua do Cedofeita;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;254;264;T4;;4;A;Em construcao;F10
b'Apartamento T3 duplex com 170m2- na Rua Pedro Hispano- junto \xc3\xa0 Casa...';https://www.imovirtual.com/pt/anuncio/apartamento-t3-duplex-com-170m2-na-rua-pedro-hispano-junto-a-casa-ID14mzb;270000;09/05/2021;1588;Rua do Cedofeita;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;170;185;T3;;3;E;Usado;
b'Apartamento T4 em Cedofeita';https://www.imovirtual.com/pt/anuncio/apartamento-t4-em-cedofeita-ID15U8G;370000;09/05/2021;2410;Rua do Cedofeita;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;153;159;T4;1989;3;D;Usado;F8F11F14F22F27
b'Apartamento T0 novo- junto a Igreja da Lapa e Pra\xc3\xa7a do Marqu\xc3\xaas';https://www.imovirtual.com/pt/anuncio/apartamento-t0-novo-junto-a-igreja-da-lapa-e-praca-do-marques-ID15U8t;134000;09/05/2021;2863;Rua do Cedofeita;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;46;46;T0;2020;1;B;Novo;F3F14F27
b'Apartamento T0';https://www.imovirtual.com/pt/anuncio/apartamento-t0-ID15K71;220000;09/05/2021;3729;Rua do Cedofeita;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;59;59;T0;2020;1;B;Em construcao;F3
b'Apartamento T4 centro do Porto';https://www.imovirtual.com/pt/anuncio/apartamento-t4-centro-do-porto-ID15Kiq;1050000;09/05/2021;5385;Rua do Cedofeita;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;195;195;T4;2020;4;Não especificado;Em construcao;F2F10F22
b'T1 Na Zona Hist\xc3\xb3rica do Porto';https://www.imovirtual.com/pt/anuncio/t1-na-zona-historica-do-porto-ID1202g;250000;09/05/2021;4808;Rua de Tras;PortoPortoCedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;Cedofeita, Santo Ildefonso, Se, Miragaia, Sao Nicolau e Vitoria;PORTO;PORTO;52;52;T1;2018;1;B;Usado;F2F22F23
